# Child of the Night/Wild
ek_supernatural.1.t;ƒит€ Ќочи;;;;;;;;;;;;;x
ek_supernatural.1.d; ажетс€, что [From.GetFirstName] - мой новорожденный ребенок, получил частицу моих вампирских сил. ’от€ это и усилит его способности, превосход€щие способности обычных смертных, но не в том же масштабе, что и силы, дарованные моей вампирской кровью.;;;;;;;;;;;;;x
ek_supernatural.1.optA;ѕрокл€тие или благословение. “олько врем€ покажет.;;;;;;;;;;;;;x
ek_supernatural.5.t;ƒит€ дикой природы;;;;;;;;;;;;;x
ek_supernatural.5.d;Ќекоторые из моих способностей ликантропии, похоже, были даны моему новорожденному ребенку, [From.GetFirstName]. ’от€ это и усилит его способности, превосход€щие способности обычных смертных, но не в том же масштабе, что и силы, дарованные моей полной ликантропией.;;;;;;;;;;;;;x
ek_supernatural.5.optA;ѕрокл€тие или благословение. “олько врем€ покажет.;;;;;;;;;;;;;x
ek_supernatural.10.t;Ќормальный ребенок?;;;;;;;;;;;;;x
ek_supernatural.10.d;’от€ € обладаю сверхъестественными способност€ми, они, похоже, не были переданы моему новорожденному ребенку, [From.GetFirstName].;;;;;;;;;;;;;x
ek_supernatural.10.optA;ќчень хорошо.;;;;;;;;;;;;;x
# Duels
duel_tooltip_undead;Ќабожные персонажи религий, которые противосто€т нежити, могут сразитьс€ с любой известной нежитью в пределах дос€гаемости;;;;;;;;;;;;;x
