open_vampire_decisions;Открыть вампирские решения;;;;;;;;;;;;;x
open_vampire_decisions_desc;Настал час хищника в ночи!;;;;;;;;;;;;;x
close_vampire_decisions;Закрыть вампирские решения;;;;;;;;;;;;;x
close_vampire_decisions_desc;Пора вернуться к дневному образу жизни.;;;;;;;;;;;;;x
vampire_prey_herd;Вампир охотится на стадо;;;;;;;;;;;;;x
vampire_prey_peasants;Вампир охотится на крестьян;;;;;;;;;;;;;x
courtier_kills_vampires;[From.GetTitledName] решил(а) взяться за [From.GetHerHis] чтобы покончить с вампирской угрозой в [From.Location.GetName]. [From.GetSheHe] успешно уничтожил(а) или изгнал(а) вампиров из области, что делает [From.GetHerselfHimself] местным героем.;;;;;;;;;;;;;x
courtier_gets_infected_vamp;[From.GetTitledName] решил(а) взяться за [From.GetHerHis] чтобы покончить с вампирской угрозой в [From.Location.GetName]. [From.GetSheHe]  успешно уничтожил(а) или изгнал(а) вампиров из области, что делает [From.GetHerselfHimself] местным героем.;;;;;;;;;;;;;x
courtier_gets_killed_vamp;[From.GetTitledName] шёл себе через [From.Location.GetName] когда [From.GetSheHe] был атакован шайкой кровожадных вампиров! Поскольку [From.GetSheHe] был жестоко растерзан на месте, [From.GetHerHis] труп, практически, не поддавался опознанию.;;;;;;;;;;;;;x
you_got_infected_vampire;Кажется, ваша прошлая встреча с вампиром имела гораздо более далеко идущие последствия, чем ожидалось. Вы были заражены порфированой гемофилией, вампирским проклятьем! Если вы не удовлетворите ваш проснувшийся голод в ближайшее время, будь его жертвой заключённые или целое стадо скота, вполне вероятно, что вы будете страдать от печально известной Кровавой Ярости.;;;;;;;;;;;;;x
lunar_rage_vampire;Вы больше не можете сдерживать свой дух нежити! Луна высоко в небе, и кровавая жажда застилает ваши глаза. Никто не знает того, что случится дальше!;;;;;;;;;;;;;x
vampire_kills;Ваш неконтролируемым дух мёртвого охотился на новую жертву! За пару минут питания вы превратили человека в кучу костей и кожи. Выйдете ли вы сухим из воды?;;;;;;;;;;;;;x
vampire_kills_you;Вы спокойно занимались своим делом, пока какой-то вампир не напал на вас! Смерть наступила мгновенно....;;;;;;;;;;;;;x
vampire_wounds;Ваш неконтролируемым дух нежити охотился на другую жертву! Вы жестоко атаковали случайного человека, почти убив его, прежде чем пришлось бежать от нагрянувшей стражи.;;;;;;;;;;;;;x
vampire_wounds_you;Вы спокойно прогуливались по округе, когда таинственно очаровательный вампир прыгнул на вас! Он чуть не убил вас, но к счастью вам удалось отделаться лишь ранениями.;;;;;;;;;;;;;x
vampire_breaks;Когда вы, пребывали в Кровавой Ярости, то жестоко крушили вещи вокруг своего жилища, сломав их великое множество и натворили много шума, находясь в таком состоянии...;;;;;;;;;;;;;x
vampire_breaks_you;Ваша последняя "ночная активность" была замечена местными... Если вы быстро не устраните следы вашего пребывания, могут возникнуть проблемы...;;;;;;;;;;;;;x
vampire_preys_heard;В образе вампира вы охотились на местное стадо! Крестьяне, безусловно, опечалены...;;;;;;;;;;;;;x
vampire_preys_heard_you;Неизвестный вампир охотился на местное стадо! Крестьяне в ужасе от подобных выходок!;;;;;;;;;;;;;x
vampire_preys_peasants;В образе вампира вы охотились на местных крестьян! Это очень расстроило их родственников...;;;;;;;;;;;;;x
vampire_preys_peasants_you;Неизвестный вампир охотился на жителей  в сельской местности! Крестьяне пришли в ужас!;;;;;;;;;;;;;x
vampire_makes_victim;Неизвестный вампир в вашей области нашел себе очередную жертву из числа местных придворных!;;;;;;;;;;;;;x
known_vampire_realm;Личность вампира стала известна в вашем государстве. Что же теперь делать!?;;;;;;;;;;;;;x
vampire_got_away;После подвигов прошлой ночи, вы просыпаетесь в собственной постели, в безопасности от внешнего мира. Вам всё сходит с рук.;;;;;;;;;;;;;x
vampire_got_wounded;После подвигов прошлой ночи, вы просыпаетесь в собственной постели. Пусть вы в безопасности, но вы получили ранение.;;;;;;;;;;;;;x
vampire_got_imprisoned;После подвигов прошлой ночи, вы просыпаетесь в клетке. Кажется, местные стражники смогли ранить и посадить вас, в итоге раскрыв вашу настоящую личность.;;;;;;;;;;;;;x
vampire_got_killed;Когда вы пришли в сознание, то заметили, что всё ещё находитесь в  облике вампира, и загнаны в угол местными стражниками, которые готовы на убийство ... Может, Молаг Бал подготовит для вас место в Хладной Гавани.;;;;;;;;;;;;;x
vampire_eats_prisoner;Заключённые - лёгкая добыча, не так ли? Вы смогли проявить всю свою сущность на этой беззащитной марионетке… прежде чем всё кончилось!;;;;;;;;;;;;;x
scape_a_vampire;Когда вы готовились пережить нападение вампира, выпал удачный шанс сбежать из тюрьмы!;;;;;;;;;;;;;x
scaped_prisoner_reveals_vamp;Укушенный вами заключённый сбежал! Возможно, у него получится раскрыть вашу истинную личность в качестве вампира!;;;;;;;;;;;;;x
vampire_eat_prisoner;Укусить заключённого [Root.GetFirstName];;;;;;;;;;;;;x
vampire_eat_prisoner_desc;Укусить заключённого, чтобы насытить вашу жажду крови;;;;;;;;;;;;;x
vamp_prey_on_herd;Охотится на стадо;;;;;;;;;;;;;x
vamp_prey_on_herd_desc;Охотится на местное стадо, в качестве вампира, чтобы насытить вашу жажду крови.;;;;;;;;;;;;;x
vampire_infect_prisoner;Заразить заключённого [Root.GetFirstName];;;;;;;;;;;;;x
vampire_infect_prisoner_desc;Проклятье или Дар? Заключённый отныне будет заражён вампиризмом!;;;;;;;;;;;;;x
vamp_prey_on_peasants;Охотится на местных крестьян;;;;;;;;;;;;;x
vamp_prey_on_peasants_desc;Охотятся на местных крестьян, в качестве вампира, чтобы удовлетворить вашу жажду крови.;;;;;;;;;;;;;x
vamp_state;Вампирский ранг;;;;;;;;;;;;;x
vamp_state_desc;Узнайте уровень собственной жажды крови.;;;;;;;;;;;;;x
vampire_state_hungry;Вашей стадией вампиризма является...;;;;;;;;;;;;;x
hungry_vampire_text;+1 Военный, +1 Интрига, -3 Дипломатия;;;;;;;;;;;;;x
satisfied_vampire_text;+1 Военный, +2 Интрига, -1 Дипломатия;;;;;;;;;;;;;x
well_fed_vampire_text;+2 Военный, +3 Интрига;;;;;;;;;;;;;x
hungrier_vampire;Вы чувствуете, как это пробуждается внутри... Ваш дух нежити... Растущая жажда... Пытается выйти из под вашего контроля... Как долго вы сможете сдерживать свою жажду крови?;;;;;;;;;;;;;x
vamp_power;Как вампир, ваши силы увеличиваются с возрастом - вы становитесь сильнее и лучше владеете магией.;;;;;;;;;;;;;x
open_supernatural_decisions;Открыть Сверхъестественные Решения;;;;;;;;;;;;;x
open_supernatural_decisions_desc;Открыть Сверхъестественные Решения;;;;;;;;;;;;;x
close_supernatural_decisions;Открыть Сверхъестественные Решения;;;;;;;;;;;;;x
close_supernatural_decisions_desc;Открыть Сверхъестественные Решения;;;;;;;;;;;;;x
WE_MUST_FIND_THIS_VAMPIRE;Это ужасно! Мы должны найти этого вампира!;;;;;;;;;;;;;x
MOLAG_BAL_WILL_BE_PROUD;Мои владения благословленны! Молаг Бал гордился бы мной!;;;;;;;;;;;;;x
vamp.4.opta;Я проклят!;;;;;;;;;;;;;x
vamp.4.optb;Истина только в поклонении Молаг Балу, Принцу Гнева!;;;;;;;;;;;;;x
vamp.4.optc;Моя династия не должна быть заражена! Я убью себя!;;;;;;;;;;;;;x
vamp.4.optd;Глупость! Я не мог заразиться!;;;;;;;;;;;;;x
vamp.5.opta;Я проклят…;;;;;;;;;;;;;x
vamp.11.opta;Никакие слова не смогут описать мой позор…;;;;;;;;;;;;;x
vamp.13.opta;Я должен заплатить, чтобы скрыть сей инцидент!;;;;;;;;;;;;;x
vamp.13.optb;Пришло время показать свою истинную природу…;;;;;;;;;;;;;x
vamp.18.opta;Великолепно!;;;;;;;;;;;;;x
vamp.19.opta;Лучше побитым, чем убитым!;;;;;;;;;;;;;x
vamp.20.opta;Я надеюсь, что у моего правителя осталась хоть капля милосердия. ;;;;;;;;;;;;;x
vamp.21.opta;По крайне мере, об этом никогда не узнает моя семья…;;;;;;;;;;;;;x
vamp.23.opta;Он "благополучно отдохнет" в тюрьме!;;;;;;;;;;;;;x
vamp.23.optb;В тюрьму их! ;;;;;;;;;;;;;x
vamp.23.optc;Я вижу ещё одного…;;;;;;;;;;;;;x
vamp.23.optd;Ну да ладно, я ведь тоже вампир!;;;;;;;;;;;;;x
vamp.23.opte;Живи и давай жить другим...;;;;;;;;;;;;;x
vamp.24.opta;Я проклят...;;;;;;;;;;;;;x
vamp.24.optb;Я проклят…;;;;;;;;;;;;;x
