### Historical bloodlines
bloodline_companions;Родословная 500 Соратников;;;;;;;;;;;;;
bloodline_companions_desc;"500 Соратников были воинами Первой Эры, приплывшими из замерзшего континента Атмора, дабы кроваво отомстить Фалмерам Скайрима за ""Ночь Слёз""";;;;;;;;;;;;;x
bloodline_veloth;Родословная Пророка Велота;;;;;;;;;;;;;x
bloodline_veloth_desc;Велот "Пилигрим" известен как лидер кимеров-даэдропоклонников, которые покинули Алинор, поселившись в Ресдайне, позже ставшем известным как Морровинд.;;;;;;;;;;;;;x
bloodline_nerevar;Родословная Хортатора Неревара;;;;;;;;;;;;;x
bloodline_nerevar_desc;Неревар "Капитан" получил титул Хортатор, став военачальником всех данмеров, после того, как он отразил вторжение Нордской империи. Он загадочным образом погиб в конце Войны первого Совета.;;;;;;;;;;;;;x
bloodline_ysgramor;Родословная [This.GetFirstNameWithNick];;;;;;;;;;;;;
bloodline_ysgramor_desc;Предвестник 500 Соратников, Исграмор уничтожил местное фалмерское население и основал Королевство Скайрим, став его первым Королём.;;;;;;;;;;;;;x
bloodline_alessia;Родословная [This.GetFirstNameWithNick];;;;;;;;;;;;;
bloodline_alessia_desc;Алессия была священным лидером восстания рабов, которое свергло местных айлейдских правителей и в конечном итоге сделало её первой императрицей Сиродила;;;;;;;;;;;;;x
bloodline_direnni;Родословная Клана Диренни;;;;;;;;;;;;;x
bloodline_direnni_desc;Диренни - легендарный клан альтмеров, который правил большей частью Хай Рока в течение Первой Эры, одержав победу над Алессианским Орденом.;;;;;;;;;;;;;x
bloodline_eplear;Родословная [This.GetFirstNameWithNick];;;;;;;;;;;;;x
bloodline_eplear_desc;Эплир стал первым королём в Тамриэле, зафиксированным в исторических источниках, после того, как он объединил сотни босмерских племён и сформировал первую объединенную политическую идентичность Валенвуда;;;;;;;;;;;;;x
bloodline_faolan;Родословная [This.GetFirstNameWithNick];;;;;;;;;;;;;x
bloodline_faolan_desc;Красный Орел, или Фаолан на языке Предела, был древним королём, который сплотил свой народ и заставил отступить армии Сиродила в Первую Эру.;;;;;;;;;;;;;x
FAOLAN_REBORN_APPEARED;Восстановил наследие Фаолана;;;;;;;;;;;;;x
bloodline_frandar;Родословная [This.GetFirstNameWithNick];;;;;;;;;;;;;x
bloodline_frandar_desc;Франдар Хандинг был известным Ансеем, который был предводителем в Войне Певцов против правителей Йокуды, что в конечном итоге привело к созданию первых редгардских колоний в Хаммерфелле;;;;;;;;;;;;;x
bloodline_hidellith;Родословная [This.GetFirstNameWithNick];;;;;;;;;;;;;x
bloodline_hidellith_desc;Правитель Алинора во Второй Эре. Он считался прямым потомком Божеств, сотворивших Нирна, и его правление запомнилось как долгое и великое.;;;;;;;;;;;;;x
bloodline_olo;Родословная [This.GetFirstNameWithNick];;;;;;;;;;;;;x
bloodline_olo_desc;Бенду Оло был великим Героем Коловианцев, который повёл Флот Всех Флагов против Слоадов, напустивших на Тамриэль великую болезнь.;;;;;;;;;;;;;x
bloodline_reman;Родословная [This.GetFirstNameWithNick];;;;;;;;;;;;;x
bloodline_reman_desc;Легендарный Реман I смог объединить Сиродил после падения Алессианского Ордена и основал Вторую Сиродильскую Империю.;;;;;;;;;;;;;x
bloodline_rislav;Родословная [This.GetFirstNameWithNick];;;;;;;;;;;;;x
