alch_potion_of_chameleon;Зелье Хамелеона;;;;;;;;;;;;;x
alch_potion_of_chameleon_desc;Примите Зелье Хамелеона, которое увеличивает силу вашего заговора на время его действия.;;;;;;;;;;;;;x
alch_potion_of_longevity;Зелье Долголетия;;;;;;;;;;;;;x
alch_potion_of_longevity_desc;Примите Зелье Долголетия,  которое временно уменьшит ваше Здоровье, но при этом будет постоянно увеличивать ваше Здоровье в меньшей степени;;;;;;;;;;;;;x
alch_potion_of_fortify_health;Зелье Укрепления Здоровья;;;;;;;;;;;;;x
alch_potion_of_fortify_health_desc;Примите Зелье Укрепления Здоровья, которое значительно увеличит ваше здоровье в течение ограниченного времени.;;;;;;;;;;;;;x
alch_potion_of_virility;Зелье Мужественности;;;;;;;;;;;;;x
alch_potion_of_virility_desc;Примите Зелье Мужественности для временного повышения фертильности.;;;;;;;;;;;;;x
alch_potion_of_fortify_strength;Зелье Укрепления Силы;;;;;;;;;;;;;x
alch_potion_of_fortify_strength_desc;Примите Зелье Укрепления Силы, которое временно повысит ваш боевой навык и боевые качества.;;;;;;;;;;;;;x
alch_potion_of_fortify_personality;Зелье Укрепления Личности;;;;;;;;;;;;;x
alch_potion_of_fortify_personality_desc;Примите Зелье Укрепления Личности, которое повысит ваш навык дипломатии и сделает вас более популярным среди других персонажей, на время его действия.;;;;;;;;;;;;;x
alch_potion_of_fortify_luck;Зелье Укрепления Удачи;;;;;;;;;;;;;x
alch_potion_of_fortify_luck_desc;Примите Зелье Укрепления Удачи, которое повысит ваш навык управления на ограниченный срок.;;;;;;;;;;;;;x
alch_potion_of_fortify_intelligence;Зелье Укрепления Интеллекта;;;;;;;;;;;;;x
alch_potion_of_fortify_intelligence_desc;Примите Зелье Укрепления Интеллекта, которое повысит ваш навык обучения.;;;;;;;;;;;;;x
alch_potion_of_fortify_agility;Зелье Укрепления Ловкости;;;;;;;;;;;;;x
alch_potion_of_fortify_agility_desc;Примите Зелье Укрепления Ловкости, чтобы улучшить свой навык интриги на короткое времяю;;;;;;;;;;;;;x
alch_potion_of_regeneration;Зелье Регенерации;;;;;;;;;;;;;x
alch_potion_of_regeneration_desc;Выпейте глоток Зелья Регенерации, потратив большую часть ресурсов вашего здоровья для восстановления ваших конечностей, но с большой и длительной ценой для вашего личного здоровья.;;;;;;;;;;;;;x
alch_potion_of_genderswap;Трансформирующий Эликсир;;;;;;;;;;;;;x
alch_potion_of_genderswap_desc;Выпейте Трансформирующий Эликсир, алхимически перенастроив свое тело на тело противоположного пола. Будьте осторожны, такая продвинутая смесь идет с большим риском для вашего здоровья.;;;;;;;;;;;;;x
chugged_it_down_innit_bruv;Не под воздействием любого другого зелья;;;;;;;;;;;;;x
underpotioneffect;Не под воздействием любого другого зелья;;;;;;;;;;;;;x
modifier_bad_potion;Испорченное Зелье;;;;;;;;;;;;;x
modifier_bad_potion_desc;[Root.GetDynName] принял испорченное зелье и чувствует себя очень плохо.;;;;;;;;;;;;;x
modifier_potion_of_chameleon;Зелье Хамелеона;;;;;;;;;;;;;x
modifier_potion_of_chameleon_desc;[Root.GetDynName] находится под воздействием Зелья Хамелеона, увеличивающим силу заговора.;;;;;;;;;;;;;x
modifier_potion_of_longevity;Зелье Долголетия;;;;;;;;;;;;;x
modifier_potion_of_longevity_desc;[Root.GetDynName] находится под воздействием Зелья Долголетия. В то время как такие зелья увеличивают стойкость усвоителя в долгосрочной перспективе, они наносят ущерб организму в краткосрочной перспективе.;;;;;;;;;;;;;x
modifier_potion_of_fortify_health;Зелье Укрепления Здоровья;;;;;;;;;;;;;x
modifier_potion_of_fortify_health_desc;[Root.GetDynName] находится под воздействием Зелья Укрепления Здоровья, значительно повышающего стойкость.;;;;;;;;;;;;;x
modifier_potion_of_virility;Зелье Мужественности;;;;;;;;;;;;;x
modifier_potion_of_virility_desc;[Root.GetDynName] находится под воздействием Зелья Мужественности, временно повышающего фертильность.;;;;;;;;;;;;;x
modifier_potion_of_fortify_strength;Зелье Укрепления Силы;;;;;;;;;;;;;x
modifier_potion_of_fortify_strength_desc;[Root.GetDynName] находится под воздействиям Зелья Укрепления Силы, увеличивающего боевое мастерство;;;;;;;;;;;;;x
modifier_potion_of_fortify_personality;Зелье Укрепления Личности;;;;;;;;;;;;;x
modifier_potion_of_fortify_personality_desc;[Root.GetDynName] находится под воздействием Зелья Укрепления Личности - действительно они кажутся намного приятнее, чем вы помните…;;;;;;;;;;;;;x
